Pallet_ID,current_timestamp,current_lat,current_lon,matched_route,distance_to_route,is_deviating,pred_timestamp,pred_lat,pred_lon
D31540,2024-09-06 07:54:52.527000,39.29649058876051,-94.8549894510474,0_Portland_Atlanta,10607.598162616061,False,2024-09-06 08:05:05.118300,39.307072,-94.600656
D3262,2024-09-06 07:49:52.095685,29.409366512167622,-98.27901734639046,1_Austin_San Diego,81835.71593861218,False,2024-09-06 08:01:28.026985,30.198464,-98.323615
D41056,2024-09-06 05:59:07.329360,43.55853467685303,-89.7700460723011,0_New York City_Seattle,952.0870393665699,False,2024-09-06 06:10:01.611600,43.627575,-89.805162
D51632,2024-09-06 08:14:55.615800,34.43507653284807,-93.07176842948752,0_Austin_Philadelphia,19377.58549400517,False,2024-09-06 08:25:22.494360,34.537132,-92.674104
D61232,2024-09-06 03:05:49.484940,31.839667342462857,-110.2855712433818,0_Austin_Los Angeles,13362.293982861702,False,2024-09-06 03:15:54.050160,31.970779,-110.328975
D6310,2024-09-05 23:09:25.413890,31.53403179348914,-105.84350934128702,0_Austin_Los Angeles,18732.353598010326,False,2024-09-05 23:19:29.979110,31.543271,-106.149454
D71254,2024-09-06 12:49:50.795970,34.35115401497348,-118.20941289152113,0_Austin_San Jose,13984.486809422617,False,2024-09-06 12:59:57.254735,34.277241,-118.389214
D71408,2024-09-06 07:31:47.276400,40.58328128086583,-98.80854380361592,0_Portland_Atlanta,12298.248290979634,False,2024-09-06 07:41:59.867700,40.72251,-98.733266
D8260,2024-09-06 07:27:43.300715,29.34746867269435,-98.16843072663904,1_Austin_San Diego,88226.57423596643,False,2024-09-06 07:39:19.232015,30.198464,-98.323615
D8923,2024-09-06 03:17:25.781280,39.110352951387895,-92.049145752502,0_Portland_Atlanta,15576.958863508355,False,2024-09-06 03:27:38.372580,38.937999,-91.82307
E01407,2024-09-06 07:21:35.281800,40.60570345944323,-99.02381728434082,1_New York City_Seattle,7317.2821653432175,False,2024-09-06 07:33:13.066800,40.684337,-99.312967
E01668,2024-09-05 22:50:41.846400,36.70878663869631,-81.52347416635826,0_Austin_Philadelphia,11218.46206317753,False,2024-09-05 23:01:08.724960,36.831458,-81.501528
E0654,2024-09-06 15:20:12.573000,39.47382479897663,-120.318479264727,0_Austin_San Jose,247037.08236124396,True,2024-09-06 15:30:19.031765,37.338328,-121.886044
E11077,2024-09-06 13:58:48.176400,43.82354841623455,-102.48348895782183,0_Chicago_Seattle,23395.34957244806,False,2024-09-06 14:08:58.992700,44.06771,-102.45941
E11218,2024-09-05 20:12:58.903005,30.782639571074306,-103.66430051504842,1_Austin_San Diego,21246.881273123858,False,2024-09-05 20:24:34.834305,31.029092,-103.899703
E11525,2024-09-06 01:48:03.660600,38.285512293000906,-89.63307894457289,0_Portland_Atlanta,18311.134663232937,False,2024-09-06 01:58:16.251900,38.407936,-89.414933
E11560,2024-09-06 17:45:51.256200,41.29998510391028,-105.96951943554184,1_New York City_Seattle,13684.00892296782,False,2024-09-06 17:57:29.041200,41.574444,-106.155857
E21070,2024-09-06 11:37:04.744320,43.61305631349688,-98.55885346171183,1_Portland_Atlanta,8585.305711383882,False,2024-09-06 11:47:12.020520,43.694217,-98.12328
E21659,2024-09-05 18:34:13.769400,37.88999923175475,-79.16015239104178,0_Austin_Philadelphia,8059.34622003093,False,2024-09-05 18:44:40.647960,38.06059,-79.110798
E2642,2024-09-06 11:38:23.224500,39.71223663471468,-119.321017471251,0_Austin_San Jose,308930.594358018,True,2024-09-06 11:48:29.683265,37.08564,-121.179537
E3888,2024-09-06 13:25:50.076120,39.59600969714672,-104.76508651251235,1_Chicago_Seattle,149840.3366806772,True,2024-09-06 13:36:56.609220,41.10041,-105.063831
E4325,2024-09-06 02:39:48.966105,30.652328082901747,-102.40116686068345,1_Austin_San Diego,24025.356590405154,False,2024-09-06 02:51:24.897405,30.881884,-102.679849
E51395,2024-09-06 00:23:23.503200,41.72509841190811,-109.51866447018084,1_New York City_Seattle,15897.100749094918,False,2024-09-06 00:35:01.288200,41.500263,-110.004686
E51406,2024-09-06 06:50:59.298000,40.80078377590294,-99.33634820788043,0_Portland_Atlanta,11170.614301153286,False,2024-09-06 07:01:11.889300,40.670061,-99.147989
E5632,2024-09-06 09:10:30.325500,40.97858591760236,-117.75901042994722,1_Chicago_Seattle,281253.00368445204,True,2024-09-06 09:21:36.858600,43.115201,-115.64257
E61022,2024-09-06 21:58:29.023440,46.46658434524022,-112.6661192460799,1_Portland_Atlanta,5483.533353259919,False,2024-09-06 22:08:36.299640,46.238874,-112.7645
E61523,2024-09-06 01:07:18.231000,38.41859164372812,-89.15430395987353,0_Portland_Atlanta,3109.7754399687674,False,2024-09-06 01:17:30.822300,38.325787,-88.955935
E6811,2024-09-05 21:52:01.956000,42.69233643082828,-114.66643911888808,0_Portland_Atlanta,5832.284763798297,False,2024-09-05 22:02:14.547300,42.716296,-114.538515
E71630,2024-09-06 07:44:09.046560,34.80719473466104,-92.27573488984712,0_Austin_Philadelphia,3665.303282033215,False,2024-09-06 07:54:35.925120,34.790291,-92.077369
E7300,2024-09-05 21:07:37.041555,32.407967185230945,-106.99786936260766,1_Austin_San Diego,14503.347476888688,False,2024-09-05 21:19:12.972855,32.243306,-107.370027
E81071,2024-09-06 12:09:47.074800,43.578156562255344,-99.08560538858472,0_Chicago_Seattle,16184.470247773066,False,2024-09-06 12:19:57.891100,43.781324,-99.331858
E81537,2024-09-06 06:43:33.025200,38.93993399325374,-93.74413443892648,0_Portland_Atlanta,5980.926326175916,False,2024-09-06 06:53:45.616500,38.991884,-93.660344
E81684,2024-09-06 03:27:40.969560,36.05708732716412,-85.8292304924959,0_Austin_Philadelphia,7293.182526844437,False,2024-09-06 03:38:07.848120,36.090092,-85.722366
E8814,2024-09-05 23:12:48.840000,41.67102405661476,-114.9734524335589,0_Portland_Atlanta,107182.51576633133,True,2024-09-05 23:23:01.431300,42.576139,-114.257667
F01415,2024-09-06 10:55:47.168400,40.204781133329945,-94.84265888571092,0_Portland_Atlanta,26576.96089662535,False,2024-09-06 11:05:59.759700,39.890544,-94.863607
F0639,2024-09-06 11:06:41.889000,39.80345760229494,-119.41733068197112,0_Austin_San Jose,311822.3947698949,True,2024-09-06 11:16:48.347765,37.08564,-121.179537
F0659,2024-09-06 16:23:35.244000,39.35731085484122,-120.57147156813238,0_Austin_San Jose,229173.64406476374,True,2024-09-06 16:33:41.702765,37.338328,-121.886044
F0663,2024-09-06 17:26:57.915000,39.18654938905276,-120.82044314191344,0_Austin_San Jose,208134.5230905386,True,2024-09-06 17:37:04.373765,37.338328,-121.886044
F21691,2024-09-06 05:30:47.246520,35.50380897294923,-89.53996550593955,0_Austin_Philadelphia,15154.592225389342,False,2024-09-06 05:41:14.125080,35.650528,-88.890262
F2813,2024-09-05 22:12:13.677000,42.16826656472593,-114.61773451175829,0_Portland_Atlanta,48832.89699793625,False,2024-09-05 22:22:26.268300,42.57594,-114.083227
F2918,2024-09-06 02:08:33.219600,38.56702382982044,-91.08938035242224,1_Austin_Philadelphia,21755.610632409887,False,2024-09-06 02:20:29.385300,38.48286,-90.840234
F31510,2024-09-07 10:04:01.566600,45.513573368871576,-121.81357761875276,0_Portland_Atlanta,15711.672679691532,False,2024-09-07 10:14:14.157900,45.696983,-121.821345
F3315,2024-09-06 00:04:47.401315,31.14648010661042,-105.27868570854412,1_Austin_San Diego,366.106562550262,False,2024-09-06 00:16:23.332615,31.197614,-105.522463
F3629,2024-09-06 07:56:33.876000,40.698993430102334,-116.08381612248728,0_Portland_Atlanta,228840.0738707195,True,2024-09-06 08:06:46.467300,42.576139,-114.257667
F41566,2024-09-06 21:09:38.404200,41.46577865237074,-110.85318986688914,1_Chicago_Seattle,18020.92383826803,False,2024-09-06 21:20:44.937300,41.266661,-110.950084
F4637,2024-09-06 10:24:26.775000,39.82572147909643,-118.78205883726449,0_Austin_San Jose,347884.9578488704,True,2024-09-06 10:34:33.233765,37.061509,-121.058306
F4646,2024-09-06 12:41:45.895500,39.6045057734026,-119.83186886821974,0_Austin_San Jose,276675.08773934696,True,2024-09-06 12:51:52.354265,37.08564,-121.179537
F4658,2024-09-06 16:02:27.687000,39.36108321216564,-120.72406938010732,0_Austin_San Jose,226428.95352424777,True,2024-09-06 16:12:34.145765,37.338328,-121.886044
F51370,2024-09-06 22:49:46.790400,36.865720814721456,-88.06916669654426,0_Portland_Atlanta,17193.487351989344,False,2024-09-06 22:59:59.381700,36.957884,-87.853582
F5628,2024-09-06 07:46:00.097500,40.76946172256293,-116.34423157099027,0_Portland_Atlanta,230166.74688951587,True,2024-09-06 07:56:12.688800,42.957592,-115.363604
F61636,2024-09-06 09:16:28.754280,33.37771939335264,-94.06357998841456,0_Austin_Philadelphia,8485.147965762739,False,2024-09-06 09:26:55.632840,33.575265,-93.84645
F6284,2024-09-05 17:37:13.489340,32.03423356261374,-110.71142466882534,0_Austin_Los Angeles,711.3634208382844,False,2024-09-05 17:47:18.054560,32.132489,-110.885894
F71675,2024-09-06 00:43:32.600280,36.23052043403565,-82.72803559352471,0_Austin_Philadelphia,12481.698298036557,False,2024-09-06 00:53:59.478840,36.402001,-82.614722
F7630,2024-09-06 08:49:22.768500,40.82499637022243,-117.566886720335,1_Chicago_Seattle,288704.998550452,True,2024-09-06 09:00:29.301600,43.115201,-115.64257
F7906,2024-09-05 22:07:29.253720,37.76188862863958,-89.13855988944823,1_Portland_Atlanta,18206.684470654607,False,2024-09-05 22:17:36.529920,37.608286,-88.998045
F81678,2024-09-06 01:45:05.738760,35.650951373788985,-84.21916449239727,0_Austin_Philadelphia,22789.593607985647,False,2024-09-06 01:55:32.617320,35.937854,-84.00955
F91222,2024-09-05 22:44:01.311030,31.34167926860476,-105.92403891828694,1_Austin_San Diego,1976.2933133533948,False,2024-09-05 22:55:37.242330,31.522723,-106.133542
F91421,2024-09-06 13:38:59.082000,39.18343310519429,-93.46399532267752,0_Portland_Atlanta,20078.143653878353,False,2024-09-06 13:49:11.673300,38.971445,-93.273357
F9651,2024-09-06 14:48:31.237500,39.43608838833652,-120.37856973122037,0_Austin_San Jose,241705.74552809517,True,2024-09-06 14:58:37.696265,37.338328,-121.886044
F9914,2024-09-06 01:22:38.178480,38.691768935277786,-90.37876115255708,0_Portland_Atlanta,4699.713483639321,False,2024-09-06 01:32:50.769780,38.720757,-90.306469
G01414,2024-09-06 10:45:35.173800,40.22434092317443,-95.44914326185206,0_Portland_Atlanta,3456.0028968669103,False,2024-09-06 10:55:47.765100,40.143702,-95.242624
G01535,2024-09-06 06:02:47.595600,38.87790762909403,-92.6124080716019,0_Portland_Atlanta,7819.150002341042,False,2024-09-06 06:13:00.186900,38.961028,-92.276021
G1647,2024-09-06 13:34:34.788000,39.43011061829758,-119.94743262915618,0_Austin_San Jose,256700.3998535101,True,2024-09-06 13:44:41.246765,37.08564,-121.179537
G21658,2024-09-05 18:23:58.246320,37.786541684884085,-79.23654951967013,0_Austin_Philadelphia,11020.81576062847,False,2024-09-05 18:34:25.124880,37.976777,-79.186171
G2779,2024-09-06 02:44:51.910500,38.6389457354285,-115.09038762130632,1_Austin_Los Angeles,354958.9088572376,True,2024-09-06 02:56:09.369700,35.132185,-114.105304
G2876,2024-09-06 09:36:14.870520,39.149222677632885,-99.7000261011564,1_New York City_Seattle,153609.12001039414,True,2024-09-06 09:47:52.655520,40.838667,-99.974871
G31255,2024-09-06 13:09:59.117040,34.22812141818425,-118.08603708146276,0_Austin_San Jose,7516.8118942352785,False,2024-09-06 13:20:05.575805,34.178071,-118.164446
G41055,2024-09-06 05:48:13.219200,43.70473731388159,-89.39816790501085,0_Chicago_Seattle,21772.87081923018,False,2024-09-06 05:58:24.035500,43.553405,-89.693808
G41411,2024-09-06 09:13:47.222400,40.82106332553301,-96.43237440574931,1_Chicago_Seattle,10615.746935372643,False,2024-09-06 09:24:53.755500,40.897008,-96.654817
G4250,2024-09-06 04:52:41.735925,30.224538985368696,-99.506370065545,0_Austin_Los Angeles,7262.442200725537,False,2024-09-06 05:02:46.301145,30.404046,-99.652425
G4652,2024-09-06 14:59:05.016000,39.17681357308117,-120.1451518098513,0_Austin_San Jose,226663.7597280998,True,2024-09-06 15:09:11.474765,37.08564,-121.179537
G51543,2024-09-06 09:36:46.101000,40.34357503060692,-95.56081563105258,0_Portland_Atlanta,4042.914368841695,False,2024-09-06 09:46:58.692300,40.189881,-95.356188
G51655,2024-09-05 17:42:56.154000,38.37731290930636,-78.88740923976796,0_Austin_Philadelphia,2137.827637817806,False,2024-09-05 17:53:23.032560,38.417409,-78.884635
G5683,2024-09-06 02:39:40.521000,41.51452840839516,-110.10394719046808,1_New York City_Seattle,5253.341965066895,False,2024-09-06 02:51:18.306000,41.367632,-110.29731
G61059,2024-09-06 07:15:26.100480,43.95240955675747,-90.8561804454988,0_Chicago_Seattle,3007.7772397934373,False,2024-09-06 07:25:36.916780,43.886209,-90.999837
G6656,2024-09-06 15:41:20.130000,39.08875379628561,-120.4440650663543,0_Austin_San Jose,207591.50335007496,True,2024-09-06 15:51:26.588765,37.08564,-121.179537
G6913,2024-09-06 01:11:09.418200,38.51456447493421,-90.308675583591,1_Austin_Philadelphia,8129.086150870245,False,2024-09-06 01:23:05.583900,38.6112,-90.302921
G81382,2024-09-07 03:55:46.628400,34.69681362321952,-85.0563770616784,1_Portland_Atlanta,5741.912124687939,False,2024-09-07 04:05:53.904600,34.556951,-84.936239
G81639,2024-09-06 09:47:15.323520,32.97668299281161,-94.95163735156795,0_Austin_Philadelphia,23710.28553997374,False,2024-09-06 09:57:42.202080,33.392277,-94.588734
G8626,2024-09-06 06:53:11.205000,40.88393860039262,-115.41797908937342,0_Portland_Atlanta,196065.02972494773,True,2024-09-06 07:03:23.796300,42.57594,-114.083227
G8635,2024-09-06 10:03:19.218000,40.23429970132278,-118.5272457920302,1_Chicago_Seattle,381831.5209082494,True,2024-09-06 10:14:25.751100,43.115201,-115.64257
G8803,2024-09-05 19:40:45.769500,43.64212411208135,-116.07437166169632,1_New York City_Seattle,12678.334185935752,False,2024-09-05 19:52:23.554500,43.597048,-116.351915
G91024,2024-09-06 22:52:59.574240,46.93143693996138,-113.53066796412725,0_New York City_Seattle,19413.231216686687,False,2024-09-06 23:03:53.856480,46.875477,-113.919651
G91672,2024-09-06 00:02:30.507960,36.792552815237485,-82.50203458529663,0_Austin_Philadelphia,29295.355670659228,False,2024-09-06 00:12:57.386520,36.601221,-82.230871
H01026,2024-09-06 23:25:41.904720,46.58674063760812,-113.6246155613542,0_Chicago_Seattle,12674.736513455113,False,2024-09-06 23:35:52.721020,46.835,-113.827829
H01545,2024-09-06 12:09:36.462000,41.01611070561223,-97.52204063276967,1_New York City_Seattle,18958.706154319683,False,2024-09-06 12:21:14.247000,40.82124,-97.88252
H11043,2024-09-07 04:41:51.099360,47.4136059677824,-116.73914162220642,0_Chicago_Seattle,20689.671746117136,False,2024-09-07 04:52:01.915660,47.65231,-116.716772
H11362,2024-09-06 20:47:22.855200,37.27357787320493,-88.78178247725481,1_Portland_Atlanta,3986.690750581102,False,2024-09-06 20:57:30.131400,37.191217,-88.685819
H11669,2024-09-05 23:21:28.415640,36.91373853771071,-81.79134687220188,0_Austin_Philadelphia,14033.503087094847,False,2024-09-05 23:31:55.294200,36.807306,-81.663253
H2687,2024-09-06 03:32:29.413500,41.34438035362907,-111.23392588542414,0_Portland_Atlanta,18709.657522161608,False,2024-09-06 03:42:42.004800,41.261665,-110.954845
H31228,2024-09-06 01:15:03.719055,32.26127396129652,-107.9256642047908,1_Austin_San Diego,1116.2980018816381,False,2024-09-06 01:26:39.650355,32.199081,-108.417569
H31542,2024-09-06 09:26:34.743600,40.25502152679693,-95.48803175231646,0_Portland_Atlanta,3698.893688703884,False,2024-09-06 09:36:47.334900,40.189881,-95.356188
