,Route_ID,latitude,longitude,Route_Type,Start_Location,Goal_Location,Date,Time
126,0_Austin_Los Angeles,33.911419,-116.588969,0,Austin,Los Angeles,2024-07-10,01:37:06
127,0_Austin_Los Angeles,33.92125,-116.712888,0,Austin,Los Angeles,2024-07-10,01:47:11
128,0_Austin_Los Angeles,33.927995,-116.846286,0,Austin,Los Angeles,2024-07-10,01:57:15
129,0_Austin_Los Angeles,33.931462,-116.986167,0,Austin,Los Angeles,2024-07-10,02:07:20
130,0_Austin_Los Angeles,33.980253,-117.05068,0,Austin,Los Angeles,2024-07-10,02:17:24
131,0_Austin_Los Angeles,34.036409,-117.148617,0,Austin,Los Angeles,2024-07-10,02:27:29
132,0_Austin_Los Angeles,34.066713,-117.2147,0,Austin,Los Angeles,2024-07-10,02:37:33
133,0_Austin_Los Angeles,34.065004,-117.313623,0,Austin,Los Angeles,2024-07-10,02:47:38
134,0_Austin_Los Angeles,34.066952,-117.454945,0,Austin,Los Angeles,2024-07-10,02:57:43
135,0_Austin_Los Angeles,34.068159,-117.600902,0,Austin,Los Angeles,2024-07-10,03:07:47
136,0_Austin_Los Angeles,34.078487,-117.741233,0,Austin,Los Angeles,2024-07-10,03:17:52
137,0_Austin_Los Angeles,34.068497,-117.850446,0,Austin,Los Angeles,2024-07-10,03:27:56
138,0_Austin_Los Angeles,34.065532,-117.99719,0,Austin,Los Angeles,2024-07-10,03:38:01
139,0_Austin_Los Angeles,34.072719,-118.055515,0,Austin,Los Angeles,2024-07-10,03:48:05
140,0_Austin_Los Angeles,34.063516,-118.16118,0,Austin,Los Angeles,2024-07-10,03:58:10
141,0_Austin_Los Angeles,34.054926,-118.2207,0,Austin,Los Angeles,2024-07-10,04:08:14
142,1_Austin_Los Angeles,30.267115,-97.743072,1,Austin,Los Angeles,2024-07-09,04:27:31
143,1_Austin_Los Angeles,30.307975,-97.711203,1,Austin,Los Angeles,2024-07-09,04:38:48
144,1_Austin_Los Angeles,30.370428,-97.720457,1,Austin,Los Angeles,2024-07-09,04:50:06
145,1_Austin_Los Angeles,30.437193,-97.775203,1,Austin,Los Angeles,2024-07-09,05:01:23
146,1_Austin_Los Angeles,30.52328,-97.81569,1,Austin,Los Angeles,2024-07-09,05:12:41
147,1_Austin_Los Angeles,30.608244,-97.860438,1,Austin,Los Angeles,2024-07-09,05:23:58
148,1_Austin_Los Angeles,30.676959,-97.879177,1,Austin,Los Angeles,2024-07-09,05:35:16
149,1_Austin_Los Angeles,30.778857,-97.878366,1,Austin,Los Angeles,2024-07-09,05:46:33
150,1_Austin_Los Angeles,30.88745,-97.927691,1,Austin,Los Angeles,2024-07-09,05:57:50
151,1_Austin_Los Angeles,30.928287,-98.001557,1,Austin,Los Angeles,2024-07-09,06:09:08
152,1_Austin_Los Angeles,30.992525,-98.103392,1,Austin,Los Angeles,2024-07-09,06:20:25
153,1_Austin_Los Angeles,31.050611,-98.175017,1,Austin,Los Angeles,2024-07-09,06:31:43
154,1_Austin_Los Angeles,31.091827,-98.20165,1,Austin,Los Angeles,2024-07-09,06:43:00
155,1_Austin_Los Angeles,31.194024,-98.381023,1,Austin,Los Angeles,2024-07-09,06:54:18
156,1_Austin_Los Angeles,31.312669,-98.483224,1,Austin,Los Angeles,2024-07-09,07:05:35
157,1_Austin_Los Angeles,31.451483,-98.569664,1,Austin,Los Angeles,2024-07-09,07:16:53
158,1_Austin_Los Angeles,31.554832,-98.656357,1,Austin,Los Angeles,2024-07-09,07:28:10
159,1_Austin_Los Angeles,31.70115,-98.843493,1,Austin,Los Angeles,2024-07-09,07:39:28
160,1_Austin_Los Angeles,31.728882,-98.978342,1,Austin,Los Angeles,2024-07-09,07:50:45
161,1_Austin_Los Angeles,31.718861,-99.110277,1,Austin,Los Angeles,2024-07-09,08:02:02
162,1_Austin_Los Angeles,31.743989,-99.336018,1,Austin,Los Angeles,2024-07-09,08:13:20
163,1_Austin_Los Angeles,31.827232,-99.434033,1,Austin,Los Angeles,2024-07-09,08:24:37
164,1_Austin_Los Angeles,31.863452,-99.61445,1,Austin,Los Angeles,2024-07-09,08:35:55
165,1_Austin_Los Angeles,31.93262,-99.775373,1,Austin,Los Angeles,2024-07-09,08:47:12
166,1_Austin_Los Angeles,31.949887,-99.960631,1,Austin,Los Angeles,2024-07-09,08:58:30
167,1_Austin_Los Angeles,32.048765,-100.113276,1,Austin,Los Angeles,2024-07-09,09:09:47
168,1_Austin_Los Angeles,32.205739,-100.241556,1,Austin,Los Angeles,2024-07-09,09:21:05
169,1_Austin_Los Angeles,32.365078,-100.358974,1,Austin,Los Angeles,2024-07-09,09:32:22
170,1_Austin_Los Angeles,32.44915,-100.433131,1,Austin,Los Angeles,2024-07-09,09:43:40
171,1_Austin_Los Angeles,32.453539,-100.550349,1,Austin,Los Angeles,2024-07-09,09:54:57
172,1_Austin_Los Angeles,32.571883,-100.717063,1,Austin,Los Angeles,2024-07-09,10:06:15
173,1_Austin_Los Angeles,32.68929,-100.856409,1,Austin,Los Angeles,2024-07-09,10:17:32
174,1_Austin_Los Angeles,32.755719,-100.928352,1,Austin,Los Angeles,2024-07-09,10:28:49
175,1_Austin_Los Angeles,32.86178,-101.026013,1,Austin,Los Angeles,2024-07-09,10:40:07
176,1_Austin_Los Angeles,32.940875,-101.076501,1,Austin,Los Angeles,2024-07-09,10:51:24
177,1_Austin_Los Angeles,33.01138,-101.172786,1,Austin,Los Angeles,2024-07-09,11:02:42
178,1_Austin_Los Angeles,33.110402,-101.270018,1,Austin,Los Angeles,2024-07-09,11:13:59
179,1_Austin_Los Angeles,33.183656,-101.372433,1,Austin,Los Angeles,2024-07-09,11:25:17
180,1_Austin_Los Angeles,33.220757,-101.437346,1,Austin,Los Angeles,2024-07-09,11:36:34
181,1_Austin_Los Angeles,33.411738,-101.628949,1,Austin,Los Angeles,2024-07-09,11:47:52
182,1_Austin_Los Angeles,33.47503,-101.696821,1,Austin,Los Angeles,2024-07-09,11:59:09
183,1_Austin_Los Angeles,33.527327,-101.809167,1,Austin,Los Angeles,2024-07-09,12:10:27
184,1_Austin_Los Angeles,33.550626,-101.855385,1,Austin,Los Angeles,2024-07-09,12:21:44
185,1_Austin_Los Angeles,33.581471,-101.855156,1,Austin,Los Angeles,2024-07-09,12:33:02
186,1_Austin_Los Angeles,33.622017,-101.901278,1,Austin,Los Angeles,2024-07-09,12:44:19
187,1_Austin_Los Angeles,33.675404,-101.982007,1,Austin,Los Angeles,2024-07-09,12:55:36
188,1_Austin_Los Angeles,33.708577,-102.020471,1,Austin,Los Angeles,2024-07-09,13:06:54
189,1_Austin_Los Angeles,33.81704,-102.179438,1,Austin,Los Angeles,2024-07-09,13:18:11
190,1_Austin_Los Angeles,33.904884,-102.335517,1,Austin,Los Angeles,2024-07-09,13:29:29
191,1_Austin_Los Angeles,33.995463,-102.420867,1,Austin,Los Angeles,2024-07-09,13:40:46
192,1_Austin_Los Angeles,34.197944,-102.682368,1,Austin,Los Angeles,2024-07-09,13:52:04
193,1_Austin_Los Angeles,34.297959,-102.842296,1,Austin,Los Angeles,2024-07-09,14:03:21
194,1_Austin_Los Angeles,34.378026,-103.001181,1,Austin,Los Angeles,2024-07-09,14:14:39
195,1_Austin_Los Angeles,34.389433,-103.068988,1,Austin,Los Angeles,2024-07-09,14:25:56
196,1_Austin_Los Angeles,34.395897,-103.17246,1,Austin,Los Angeles,2024-07-09,14:37:14
197,1_Austin_Los Angeles,34.400781,-103.220489,1,Austin,Los Angeles,2024-07-09,14:48:31
198,1_Austin_Los Angeles,34.405206,-103.2998,1,Austin,Los Angeles,2024-07-09,14:59:48
199,1_Austin_Los Angeles,34.410605,-103.397375,1,Austin,Los Angeles,2024-07-09,15:11:06
200,1_Austin_Los Angeles,34.424553,-103.632645,1,Austin,Los Angeles,2024-07-09,15:22:23
201,1_Austin_Los Angeles,34.449739,-103.912479,1,Austin,Los Angeles,2024-07-09,15:33:41
202,1_Austin_Los Angeles,34.443907,-104.122047,1,Austin,Los Angeles,2024-07-09,15:44:58
203,1_Austin_Los Angeles,34.487112,-104.245621,1,Austin,Los Angeles,2024-07-09,15:56:16
204,1_Austin_Los Angeles,34.65805,-104.32845,1,Austin,Los Angeles,2024-07-09,16:07:33
205,1_Austin_Los Angeles,34.880724,-104.588029,1,Austin,Los Angeles,2024-07-09,16:18:51
206,1_Austin_Los Angeles,34.951429,-104.717655,1,Austin,Los Angeles,2024-07-09,16:30:08
207,1_Austin_Los Angeles,34.995392,-105.372421,1,Austin,Los Angeles,2024-07-09,16:41:26
208,1_Austin_Los Angeles,35.005394,-105.845696,1,Austin,Los Angeles,2024-07-09,16:52:43
209,1_Austin_Los Angeles,35.085119,-106.24596,1,Austin,Los Angeles,2024-07-09,17:04:01
210,1_Austin_Los Angeles,35.110422,-106.308678,1,Austin,Los Angeles,2024-07-09,17:15:18
211,1_Austin_Los Angeles,35.099283,-106.366501,1,Austin,Los Angeles,2024-07-09,17:26:35
212,1_Austin_Los Angeles,35.080318,-106.406914,1,Austin,Los Angeles,2024-07-09,17:37:53
213,1_Austin_Los Angeles,35.061424,-106.462683,1,Austin,Los Angeles,2024-07-09,17:49:10
214,1_Austin_Los Angeles,35.103959,-106.586938,1,Austin,Los Angeles,2024-07-09,18:00:28
215,1_Austin_Los Angeles,35.105,-106.673649,1,Austin,Los Angeles,2024-07-09,18:11:45
216,1_Austin_Los Angeles,35.058747,-106.813369,1,Austin,Los Angeles,2024-07-09,18:23:03
217,1_Austin_Los Angeles,35.004653,-107.047431,1,Austin,Los Angeles,2024-07-09,18:34:20
218,1_Austin_Los Angeles,35.009288,-107.318592,1,Austin,Los Angeles,2024-07-09,18:45:38
219,1_Austin_Los Angeles,35.04652,-107.505432,1,Austin,Los Angeles,2024-07-09,18:56:55
220,1_Austin_Los Angeles,35.070634,-107.676238,1,Austin,Los Angeles,2024-07-09,19:08:13
221,1_Austin_Los Angeles,35.14745,-107.860278,1,Austin,Los Angeles,2024-07-09,19:19:30
222,1_Austin_Los Angeles,35.296108,-107.988499,1,Austin,Los Angeles,2024-07-09,19:30:48
223,1_Austin_Los Angeles,35.393917,-108.211176,1,Austin,Los Angeles,2024-07-09,19:42:05
224,1_Austin_Los Angeles,35.472872,-108.41816,1,Austin,Los Angeles,2024-07-09,19:53:22
225,1_Austin_Los Angeles,35.532338,-108.645708,1,Austin,Los Angeles,2024-07-09,20:04:40
226,1_Austin_Los Angeles,35.528821,-108.750644,1,Austin,Los Angeles,2024-07-09,20:15:57
227,1_Austin_Los Angeles,35.493447,-108.874935,1,Austin,Los Angeles,2024-07-09,20:27:15
228,1_Austin_Los Angeles,35.370617,-109.0417,1,Austin,Los Angeles,2024-07-09,20:38:32
229,1_Austin_Los Angeles,35.282423,-109.203302,1,Austin,Los Angeles,2024-07-09,20:49:50
230,1_Austin_Los Angeles,35.192302,-109.427982,1,Austin,Los Angeles,2024-07-09,21:01:07
231,1_Austin_Los Angeles,35.104824,-109.610151,1,Austin,Los Angeles,2024-07-09,21:12:25
232,1_Austin_Los Angeles,35.022835,-109.847138,1,Austin,Los Angeles,2024-07-09,21:23:42
233,1_Austin_Los Angeles,34.944288,-110.124869,1,Austin,Los Angeles,2024-07-09,21:35:00
234,1_Austin_Los Angeles,34.925416,-110.263924,1,Austin,Los Angeles,2024-07-09,21:46:17
235,1_Austin_Los Angeles,34.969448,-110.43392,1,Austin,Los Angeles,2024-07-09,21:57:34
236,1_Austin_Los Angeles,35.017623,-110.673166,1,Austin,Los Angeles,2024-07-09,22:08:52
237,1_Austin_Los Angeles,35.044323,-110.755936,1,Austin,Los Angeles,2024-07-09,22:20:09
238,1_Austin_Los Angeles,35.10317,-110.993061,1,Austin,Los Angeles,2024-07-09,22:31:27
239,1_Austin_Los Angeles,35.159652,-111.266659,1,Austin,Los Angeles,2024-07-09,22:42:44
240,1_Austin_Los Angeles,35.202373,-111.470008,1,Austin,Los Angeles,2024-07-09,22:54:02
241,1_Austin_Los Angeles,35.192259,-111.621515,1,Austin,Los Angeles,2024-07-09,23:05:19
242,1_Austin_Los Angeles,35.176855,-111.673291,1,Austin,Los Angeles,2024-07-09,23:16:37
243,1_Austin_Los Angeles,35.249188,-111.855774,1,Austin,Los Angeles,2024-07-09,23:27:54
244,1_Austin_Los Angeles,35.25994,-112.028955,1,Austin,Los Angeles,2024-07-09,23:39:12
245,1_Austin_Los Angeles,35.261567,-112.188268,1,Austin,Los Angeles,2024-07-09,23:50:29
246,1_Austin_Los Angeles,35.219661,-112.280628,1,Austin,Los Angeles,2024-07-10,00:01:47
247,1_Austin_Los Angeles,35.216819,-112.396486,1,Austin,Los Angeles,2024-07-10,00:13:04
248,1_Austin_Los Angeles,35.220571,-112.497805,1,Austin,Los Angeles,2024-07-10,00:24:21
249,1_Austin_Los Angeles,35.287042,-112.807626,1,Austin,Los Angeles,2024-07-10,00:35:39
250,1_Austin_Los Angeles,35.293832,-113.031186,1,Austin,Los Angeles,2024-07-10,00:46:56
251,1_Austin_Los Angeles,35.20893,-113.273719,1,Austin,Los Angeles,2024-07-10,00:58:14
252,1_Austin_Los Angeles,35.189655,-113.443089,1,Austin,Los Angeles,2024-07-10,01:09:31
253,1_Austin_Los Angeles,35.162027,-113.537342,1,Austin,Los Angeles,2024-07-10,01:20:49
254,1_Austin_Los Angeles,35.160072,-113.702393,1,Austin,Los Angeles,2024-07-10,01:32:06
255,1_Austin_Los Angeles,35.217434,-114.03518,1,Austin,Los Angeles,2024-07-10,01:43:24
256,1_Austin_Los Angeles,35.132185,-114.105304,1,Austin,Los Angeles,2024-07-10,01:54:41
257,1_Austin_Los Angeles,34.911722,-114.153245,1,Austin,Los Angeles,2024-07-10,02:05:59
258,1_Austin_Los Angeles,34.754437,-114.217742,1,Austin,Los Angeles,2024-07-10,02:17:16
259,1_Austin_Los Angeles,34.724861,-114.413348,1,Austin,Los Angeles,2024-07-10,02:28:33
260,1_Austin_Los Angeles,34.726069,-114.543003,1,Austin,Los Angeles,2024-07-10,02:39:51
261,1_Austin_Los Angeles,34.845823,-114.61422,1,Austin,Los Angeles,2024-07-10,02:51:08
262,1_Austin_Los Angeles,34.881782,-114.791128,1,Austin,Los Angeles,2024-07-10,03:02:26
263,1_Austin_Los Angeles,34.845486,-114.969895,1,Austin,Los Angeles,2024-07-10,03:13:43
264,1_Austin_Los Angeles,34.806492,-115.256695,1,Austin,Los Angeles,2024-07-10,03:25:01
265,1_Austin_Los Angeles,34.7288,-115.602238,1,Austin,Los Angeles,2024-07-10,03:36:18
266,1_Austin_Los Angeles,34.733798,-115.866061,1,Austin,Los Angeles,2024-07-10,03:47:36
